410.156250	3828.125000
410.156250	3828.125000
400.390625	3828.125000
410.156250	3837.890625
410.156250	3828.125000
400.390625	3828.125000
400.390625	3828.125000
410.156250	3837.890625
410.156250	3818.359375
400.390625	3828.125000
400.390625	3828.125000
410.156250	3798.828125
429.687500	3730.468750
449.218750	3710.937500
458.984375	3691.406250
468.750000	3681.640625
468.750000	3671.875000
488.281250	3662.109375
498.046875	3642.578125
527.343750	3623.046875
537.109375	3613.281250
546.875000	3603.515625
546.875000	3603.515625
576.171875	3574.218750
585.937500	3525.390625
615.234375	3476.562500
625.000000	3447.265625
664.062500	3417.968750
693.359375	3388.671875
712.890625	3369.140625
722.656250	3339.843750
751.953125	3300.781250
761.718750	3281.250000
800.781250	3232.421875
830.078125	3164.062500
849.609375	3144.531250
859.375000	3125.000000
869.140625	3125.000000
859.375000	3125.000000
859.375000	3125.000000
888.671875	3105.468750
917.968750	3076.171875
957.031250	3027.343750
986.328125	2988.281250
1035.156250	2919.921875
1064.453125	2880.859375
1083.984375	2861.328125
1103.515625	2822.265625
1123.046875	2792.968750
1132.812500	2783.203125
1152.343750	2763.671875
1162.109375	2734.375000
1220.703125	2695.312500
1269.531250	2656.250000
1308.593750	2617.187500
1337.890625	2568.359375
1347.656250	2558.593750
1337.890625	2617.187500
1337.890625	2705.078125
1318.359375	2832.031250
1318.359375	2871.093750
1298.828125	3007.812500
1279.296875	3105.468750
1250.000000	3134.765625
1250.000000	3173.828125
1230.468750	3251.953125
1210.937500	3310.546875
1210.937500	3349.609375
1210.937500	3388.671875
1210.937500	3339.843750
1210.937500	3417.968750
1171.875000	3427.734375
1152.343750	3496.093750
1152.343750	3574.218750
1142.578125	3613.281250
1132.812500	3632.812500
1123.046875	3652.343750
1083.984375	3671.875000
1025.390625	3740.234375
947.265625	3896.484375
917.968750	4013.671875
908.203125	4042.968750
888.671875	4072.265625
869.140625	4150.390625
859.375000	4179.687500
839.843750	4199.218750
791.015625	4208.984375
742.187500	4228.515625
693.359375	4257.812500
654.296875	4277.343750
605.468750	4326.171875
546.875000	4355.468750
488.281250	4355.468750
458.984375	4365.234375
429.687500	4375.000000
419.921875	4384.765625
410.156250	4394.531250
390.625000	4423.828125
390.625000	4394.531250
390.625000	4355.468750
390.625000	4287.109375
390.625000	4238.281250
390.625000	4160.156250
400.390625	4082.031250
429.687500	4042.968750
439.453125	3994.140625
439.453125	3896.484375
449.218750	3847.656250
449.218750	3837.890625
439.453125	3828.125000
439.453125	3818.359375
439.453125	3818.359375
439.453125	3818.359375
439.453125	3818.359375
439.453125	3818.359375
439.453125	3808.593750
439.453125	3808.593750
439.453125	3808.593750
439.453125	3808.593750
439.453125	3808.593750
439.453125	3808.593750
439.453125	3808.593750
